transaction_id,branch_id,timestamp,item_id,quantity,price,total_sale
7130,28,7/21/2022,6461,14,247.06,1714.39
2725,14,9/25/2021,233,34,520.07,9896.71
9322,28,6/28/2022,5977,25,507.61,3685.9
1174,27,8/5/2023,5248,50,279.99,9725.78
4626,11,4/19/2023,5963,34,596.89,3851.85
6256,24,7/12/2023,5507,18,578.3,2165.47
731,26,8/19/2023,8141,3,29.99,9035.38
5269,17,7/19/2021,6919,20,776.64,197.53
1979,13,7/6/2022,3530,22,74.48,8612.47
8896,23,3/14/2022,6879,46,794.2,3146.47
2955,7,6/11/2021,6197,91,377.88,1547.55
1232,20,11/28/2023,1932,84,768.02,7691.7
9225,8,11/17/2022,9171,82,136.72,1965.71
3576,7,2/27/2022,764,41,767.25,1763.25
8764,14,1/18/2021,9718,78,459.43,5566.78
4390,19,8/20/2022,605,57,113.3,5530.84
2619,11,7/14/2023,5189,87,567.68,5612.73
6785,31,11/30/2022,7140,95,751.78,4552.33
4750,29,11/14/2021,6639,42,270.86,8947.17
5647,18,1/19/2022,4295,85,98.26,3095.48
4945,33,1/23/2021,3025,47,315.35,920.77
4577,2,3/18/2023,1325,50,359.31,2485.98
661,2,6/29/2022,2334,98,697.66,8362.14
5644,14,7/11/2021,7784,39,438.45,5713.05
8800,2,5/1/2023,5097,51,82.72,6908.32
5427,19,8/9/2023,3363,82,178.83,7316.4
720,22,8/17/2023,2693,24,20.94,6646.43
1302,6,6/28/2022,3349,16,418.62,9738.58
4037,33,10/28/2022,6368,61,369.91,7153.04
3352,27,8/24/2023,8932,44,902.0,7465.73
7856,4,2/25/2022,5097,31,579.0,5480.49
8594,22,6/11/2022,8071,33,376.01,6433.8
2419,2,6/6/2022,9400,38,465.85,4251.05
2193,9,7/4/2021,5591,80,433.05,1326.84
9065,12,4/7/2021,4974,69,695.97,8463.75
6537,4,7/29/2023,3740,93,663.59,7698.15
8616,16,1/2/2023,593,71,262.9,4353.89
7,26,1/19/2021,3941,27,428.5,540.45
3629,30,12/27/2023,9776,100,989.93,7738.07
9248,10,12/14/2023,9061,6,172.86,7061.85
8951,10,5/5/2023,7117,31,131.19,1109.72
3882,30,9/26/2021,7907,7,512.28,9756.04
9464,22,6/9/2022,4641,40,694.94,1909.05
9771,4,11/15/2021,6123,26,881.64,8495.48
9920,16,11/28/2022,4367,58,796.11,1494.62
5592,2,9/12/2023,9648,65,894.91,8891.35
1167,28,1/6/2022,8863,4,379.47,3566.94
4417,22,6/29/2021,392,91,388.94,2666.76
7194,30,7/9/2022,4325,77,597.75,4992.06
7893,2,5/23/2022,3587,69,161.42,5328.14
6338,23,1/3/2021,5029,88,803.46,4845.07
4981,25,11/6/2021,5085,6,676.91,1059.97
7695,28,3/29/2023,4192,39,445.46,7857.95
1630,28,4/9/2021,6544,29,327.52,8855.43
1429,32,8/28/2021,2911,16,476.08,8445.83
7404,25,4/11/2023,6822,81,648.46,4190.82
5118,21,9/26/2021,8738,15,384.95,3728.37
9966,17,9/19/2023,9266,95,981.57,9817.01
9864,23,10/5/2022,3940,42,996.71,5521.95
5376,5,5/30/2023,1909,5,116.65,713.73
404,13,7/22/2021,2987,4,88.96,596.43
2304,8,12/30/2023,8975,60,997.62,5002.61
992,33,6/1/2021,5847,16,352.04,604.63
7676,25,3/9/2022,8462,42,965.13,9764.98
7070,25,6/10/2023,5707,30,391.49,5791.58
8881,19,4/13/2023,4764,23,364.48,3706.91
6776,1,8/13/2023,8104,31,526.82,5413.16
1035,29,12/3/2021,3061,71,23.06,2063.47
2269,23,5/16/2021,2445,21,231.13,4564.32
4391,3,9/12/2021,4774,17,865.08,50.43
6371,35,12/16/2022,5867,85,808.0,3347.69
2538,4,11/15/2023,9088,23,698.37,7744.69
5642,9,5/24/2022,4305,48,83.46,3388.06
37,16,6/17/2021,755,63,62.73,9338.29
8125,13,3/9/2022,1909,28,494.44,407.9
3638,23,1/25/2022,6635,89,157.16,1989.95
3861,9,5/27/2023,3498,38,801.81,1548.73
7811,34,3/15/2021,8605,52,825.75,7830.56
3725,23,2/28/2022,7079,100,152.61,1898.47
6048,4,11/25/2021,934,17,134.29,9555.28
7935,1,10/18/2021,5244,5,921.41,5905.51
2388,5,11/11/2022,5690,57,200.92,402.92
9458,9,5/31/2022,849,93,748.22,7825.64
7187,16,8/9/2023,8080,99,494.57,5969.92
6794,29,6/20/2023,8327,25,98.15,8173.6
4847,31,5/28/2023,8655,63,427.31,3155.66
6287,2,7/14/2023,5659,92,600.87,4071.17
2215,23,9/24/2021,9828,100,398.22,4811.88
3071,29,10/17/2023,9169,85,818.59,3550.65
6987,21,2/13/2021,9788,80,437.47,1530.87
1946,21,3/28/2021,2260,91,499.07,253.99
8065,26,7/5/2022,424,47,551.13,153.66
7882,30,5/19/2021,1469,82,301.06,4967.43
1740,30,7/27/2023,973,88,895.61,9038.51
5137,32,8/20/2021,7274,57,780.61,668.46
8472,6,12/14/2022,4018,34,809.26,9499.16
7278,33,6/2/2022,3131,29,88.63,6026.24
4509,21,9/22/2023,5374,62,994.31,734.13
4085,20,7/1/2023,4175,62,890.58,8681.63
5999,4,11/26/2023,69,44,793.41,3118.59
6713,11,3/2/2022,6946,44,309.31,2512.41
1421,4,2/7/2023,7602,65,528.77,5301.18
9266,26,2/25/2021,11,98,354.63,8002.68
5069,18,4/20/2021,9555,28,210.53,8547.09
345,10,6/5/2022,1752,10,77.28,3945.19
2252,14,12/13/2023,8939,60,779.49,1718.62
7973,18,9/7/2022,2222,21,322.8,5402.04
9020,14,1/30/2021,5541,62,168.6,9787.9
324,2,12/11/2022,5429,32,211.03,4906.58
5340,14,12/8/2022,6469,39,330.47,7280.87
1180,25,3/25/2022,6872,30,157.39,2391.56
7378,23,5/26/2023,4894,6,4.29,8205.59
9201,17,7/22/2022,4623,61,241.29,3945.55
1408,6,8/14/2023,3738,75,479.74,6496.64
3791,10,7/1/2023,2007,56,455.07,1081.85
6632,13,7/16/2023,9714,62,466.69,7199.7
4408,35,3/18/2021,3311,38,979.77,2575.9
3037,5,3/8/2022,5586,36,547.66,1185.57
2606,34,10/1/2023,5249,95,882.56,4889.09
6152,22,4/26/2021,73,13,39.67,7951.85
2546,14,10/31/2021,7534,90,528.77,6910.14
4710,30,1/25/2023,6257,44,35.29,4504.69
8106,33,4/22/2021,8188,87,194.91,7692.63
4354,12,8/1/2022,5498,75,769.82,3383.64
7455,3,8/23/2022,5436,70,28.34,5281.54
2792,1,4/21/2022,1558,31,471.97,1017.87
6218,2,8/7/2021,6840,71,455.44,9708.97
8562,24,1/2/2023,538,89,438.47,5694.95
236,26,10/11/2022,9683,77,496.23,2262.26
8376,29,6/1/2023,4991,8,63.65,5909.18
4109,23,5/17/2021,1371,74,293.99,7855.19
5644,24,9/17/2022,7596,8,779.02,8636.54
5452,2,9/11/2021,917,100,357.61,9914.04
7833,9,3/30/2021,5610,13,85.76,1651.68
7735,22,3/2/2022,1811,4,675.88,4818.6
7078,2,9/2/2023,1417,84,782.15,2407.76
2691,28,1/20/2021,1156,61,388.11,4654.55
1006,8,10/4/2022,7220,90,492.52,9100.32
8151,14,6/28/2021,1383,17,154.89,6512.25
772,33,9/10/2021,9059,60,52.7,5934.77
8890,9,3/27/2022,5206,58,459.91,9455.12
320,25,7/17/2023,4228,8,793.65,1004.35
1037,3,8/11/2022,870,78,518.43,6964.74
9990,26,8/28/2023,3319,66,241.62,3347.14
3983,30,2/17/2022,6615,7,56.12,7236.92
487,5,1/31/2023,2491,51,722.36,3587.73
4691,31,4/9/2021,684,87,321.6,916.3
4585,25,4/21/2023,8182,42,48.78,6631.49
5552,30,6/14/2023,2510,10,821.44,9320.81
9132,33,1/17/2021,4027,80,989.89,5154.76
1541,27,9/2/2021,4276,6,90.68,2643.48
2347,27,12/1/2023,4678,63,942.66,2124.36
2642,17,3/14/2023,3628,5,906.49,183.89
7125,10,8/12/2021,2307,63,148.46,6968.76
6934,2,12/16/2021,1047,39,369.37,7741.7
1215,14,7/14/2022,7226,57,694.08,3573.77
5590,17,5/6/2023,7206,70,219.18,4898.85
4326,4,7/20/2021,1867,1,581.76,4501.87
3508,12,4/4/2023,9112,48,843.0,2347.88
9959,33,3/17/2023,4458,34,178.92,2322.39
9987,26,9/23/2022,3075,32,666.38,4689.73
8963,18,5/4/2021,5571,90,730.15,4135.73
6456,23,7/5/2022,6938,47,493.45,8524.13
4781,14,6/4/2021,2736,58,291.97,924.13
1172,32,3/9/2021,5577,25,949.06,2696.93
4255,20,7/18/2021,6498,92,108.63,3519.58
7324,9,10/9/2023,6872,16,793.76,8661.67
11,5,2/23/2022,6106,24,272.56,9104.93
6367,15,3/7/2023,6647,61,906.84,5131.27
4263,13,5/9/2022,9064,54,969.18,9568.48
7813,28,2/3/2023,2527,18,881.42,7567.6
8639,14,1/19/2022,2062,41,690.68,6954.4
6638,20,6/24/2023,8980,36,815.83,7191.84
9802,16,5/31/2022,7746,29,27.48,1104.87
6485,10,4/27/2022,8932,78,577.11,3195.46
5172,13,10/9/2022,8088,100,759.4,688.91
6806,9,5/16/2022,40,60,922.54,6708.09
8999,24,3/5/2022,8364,18,706.83,9768.04
5127,15,9/21/2021,5876,6,304.74,2526.73
882,33,7/3/2023,4098,3,201.67,2990.22
3095,4,11/6/2021,7034,31,679.56,3697.16
1625,12,8/2/2022,5349,60,455.26,9518.09
4009,11,9/12/2023,7567,46,627.59,7566.51
6961,31,6/4/2022,4016,50,859.8,2254.3
2479,7,10/3/2021,7922,92,437.92,4282.85
9633,27,7/10/2023,250,91,61.57,2851.88
5937,22,9/1/2021,3567,57,86.35,8096.73
3650,33,3/9/2023,3002,100,946.56,3415.89
3203,20,9/30/2021,9622,83,731.14,6168.69
4267,23,7/29/2022,9215,92,802.67,786.99
8596,9,11/16/2021,4466,14,510.85,5499.97
7456,16,6/23/2021,5619,97,396.9,3155.85
565,34,1/8/2022,7691,1,970.12,2472.32
1101,25,12/22/2021,9225,87,409.73,5895.82
2679,11,2/15/2022,2175,80,423.45,542.18
4229,22,9/11/2023,9893,29,834.23,9314.23
4002,16,10/15/2022,7561,43,55.31,6186.41
6952,13,7/22/2022,4880,6,857.9,6777.97
4548,15,7/30/2023,454,19,343.45,6.53
1982,11,6/2/2021,7644,11,648.02,5762.35
6103,16,4/3/2022,2013,83,373.85,1900.0
901,2,10/23/2021,7260,38,73.11,5378.54
1387,1,1/16/2021,6990,33,830.43,7045.18
101,8,7/25/2022,2507,98,229.66,8578.02
9519,33,11/15/2021,5972,49,800.98,4573.75
834,5,3/10/2023,9507,94,494.6,1308.28
9863,4,3/23/2023,9058,42,752.11,1074.59
6742,7,1/13/2023,8559,92,667.41,3787.6
8915,6,11/29/2022,4330,77,960.38,2692.32
1708,4,7/16/2022,8485,37,621.98,5426.15
4894,2,4/3/2021,885,72,348.37,801.25
8640,27,11/4/2023,7213,65,607.05,5654.75
8704,33,10/10/2021,2310,64,714.34,5322.51
6218,28,2/22/2021,2777,68,298.83,1833.6
4224,7,12/15/2022,4680,79,380.87,9293.41
8959,11,1/10/2021,6048,2,101.19,3381.69
3237,1,7/26/2021,5535,71,406.98,5332.94
3824,21,1/9/2022,6022,24,13.8,7616.39
2198,30,5/31/2021,497,46,756.03,1255.78
3471,20,2/9/2023,7475,63,957.45,1484.59
8187,7,11/11/2022,1469,48,679.72,3659.7
2103,24,5/4/2022,6339,36,616.23,3626.02
9125,35,8/3/2023,1292,21,22.06,900.32
8481,19,8/26/2021,3417,79,989.59,27.16
7985,19,9/21/2023,871,3,936.55,2454.87
537,6,9/21/2021,2330,82,662.25,1462.29
9280,13,8/7/2022,2931,66,537.07,2942.02
9398,12,4/26/2021,6869,28,401.53,1848.8
8041,33,9/21/2022,5562,72,469.92,845.09
7928,25,11/17/2021,6147,39,888.9,1824.69
6549,5,6/12/2021,2520,71,496.36,9134.57
8310,11,9/30/2023,5841,27,577.28,1776.61
7300,21,8/14/2023,358,62,721.99,4045.44
8740,25,8/12/2023,6150,2,502.06,2524.31
3405,29,1/5/2023,3906,70,30.76,1059.77
9222,4,9/25/2023,1595,32,468.0,3581.07
5448,11,11/3/2023,3226,42,140.81,6740.33
7299,27,1/13/2021,5164,11,596.05,6761.59
177,21,4/28/2021,8963,63,741.31,9579.62
1980,34,11/13/2022,5362,17,323.56,9085.87
4455,35,9/11/2021,8891,35,414.64,5758.26
9297,35,7/24/2021,4763,99,539.24,7540.46
9416,30,12/20/2022,7682,29,962.45,59.62
9835,9,6/1/2023,1612,51,835.13,1150.38
7563,13,9/3/2022,7996,49,481.75,8330.04
4664,21,10/10/2021,3800,13,814.95,5932.2
532,9,5/30/2022,3320,12,553.72,3807.56
2189,27,2/16/2023,8598,34,513.81,3092.8
3625,14,11/11/2022,4009,85,386.98,3375.64
729,27,4/3/2023,9540,65,816.35,2279.18
3595,9,6/15/2022,4051,54,693.61,351.39
9817,22,10/27/2021,384,27,148.78,1894.74
4880,27,4/7/2021,428,4,700.97,6189.59
8491,35,2/19/2021,6261,12,190.9,9564.15
2704,7,4/27/2021,1633,39,365.72,3789.32
4986,34,10/27/2021,4242,77,252.66,4331.03
8854,18,11/9/2023,497,69,721.19,9812.02
6416,27,12/31/2022,226,70,563.42,2698.57
9580,8,7/21/2023,2761,47,418.01,3092.74
1703,33,1/14/2023,5444,39,73.59,7228.03
2290,15,6/17/2021,4911,77,755.35,6512.69
2305,16,12/15/2021,1849,14,608.77,922.18
1632,9,10/30/2021,8425,26,859.2,5585.74
7691,7,10/30/2023,5609,39,77.39,8729.21
601,25,2/14/2023,835,45,887.11,1166.2
7681,3,10/25/2022,7138,64,424.01,5736.85
7471,18,11/19/2022,2403,11,756.99,3316.59
4737,20,3/20/2023,6001,57,246.16,61.9
5849,13,4/13/2021,1247,47,24.97,6203.26
4487,4,5/9/2023,8547,48,872.33,3450.82
1213,34,6/17/2023,6528,30,418.49,2050.43
3285,14,12/30/2021,1388,39,150.26,3812.29
2149,17,10/6/2023,815,92,567.47,226.71
3202,29,12/29/2022,5389,67,469.04,6507.84
8759,7,9/8/2021,7679,79,437.55,6514.15
7088,35,9/2/2023,8925,72,869.8,5570.53
2038,23,7/31/2023,4158,84,42.13,5515.53
4024,13,9/18/2023,3313,70,256.13,6209.62
7451,8,7/1/2022,8423,1,221.99,6683.97
6958,35,6/11/2021,4706,79,3.52,8107.94
1363,6,6/15/2023,6275,92,290.68,2150.21
9834,23,5/13/2021,6269,3,470.82,3209.66
8131,17,1/1/2021,3471,34,39.26,9301.14
9195,25,7/25/2023,5999,3,250.04,6243.33
2506,7,5/14/2021,6978,34,399.74,7109.72
8323,5,4/14/2021,5877,84,956.59,2053.82
4144,23,7/6/2023,8738,17,508.28,4848.97
3248,19,2/26/2022,1258,75,383.54,923.84
5686,17,9/7/2021,1263,62,655.98,885.68
3237,7,6/26/2023,110,66,237.04,4447.88
3776,21,12/13/2023,5688,84,862.91,5202.09
9798,2,3/22/2022,6434,31,26.27,8713.06
8648,3,10/2/2022,2466,89,89.27,1038.66
9671,8,8/11/2022,4081,64,982.27,6788.44
922,2,7/20/2023,9314,85,518.61,4303.73
9113,11,4/25/2022,1122,33,313.63,5659.33
2409,4,3/18/2023,6336,60,700.41,3809.92
9001,3,7/12/2021,2827,99,579.53,1076.92
8924,17,4/16/2023,3217,20,738.03,1341.84
4799,3,5/3/2022,7027,4,704.19,4417.43
1110,19,3/12/2022,9072,9,246.92,8564.36
7008,1,5/8/2022,5363,91,719.46,5262.77
1827,21,7/10/2022,5040,12,457.82,3182.25
4054,30,1/28/2022,3982,78,64.17,5469.84
749,4,1/14/2023,4330,19,540.27,7079.03
6116,5,11/2/2021,7827,1,837.0,8012.96
9647,25,11/18/2021,8912,99,770.14,5110.43
3203,33,9/4/2021,9345,37,19.04,8744.42
7644,6,9/29/2021,520,8,331.31,7980.31
1727,6,9/20/2022,4222,55,147.55,3623.61
6567,30,8/11/2021,4701,38,965.66,3406.41
7119,10,1/8/2022,9051,53,117.08,8746.47
5807,30,12/20/2023,6158,42,932.0,6131.97
9373,8,11/9/2023,9891,1,398.08,5669.25
6322,22,3/13/2022,6483,87,966.85,6436.35
8591,34,6/5/2023,1506,86,410.25,6766.0
6771,34,10/29/2023,2659,48,783.94,3767.45
841,9,5/16/2023,5086,96,407.26,4198.34
1020,32,3/17/2021,8688,38,833.14,5837.31
4789,18,7/20/2023,6672,5,873.93,9223.45
4475,18,2/13/2023,4258,76,448.3,9553.56
8829,13,4/16/2021,6955,46,256.53,5808.15
8892,26,6/6/2023,1498,3,326.87,548.22
2142,27,3/22/2022,6122,73,209.56,7378.84
9415,21,11/8/2021,2549,52,995.31,1610.32
4153,25,1/15/2022,8534,41,15.11,4173.49
165,14,7/14/2023,57,57,466.55,6163.77
5688,5,1/1/2022,1271,26,928.87,1604.81
5316,26,1/29/2023,3550,32,78.58,1164.26
7729,9,4/29/2023,9473,33,793.25,2526.79
8057,27,5/6/2022,831,46,229.82,4828.41
6433,25,5/6/2022,1258,80,147.71,1111.97
9656,28,12/7/2022,5139,78,21.03,3023.55
2820,15,2/19/2022,2711,46,627.82,63.4
284,1,9/1/2022,293,77,46.47,7560.35
3963,13,11/22/2022,5392,1,574.93,9247.86
6423,13,6/26/2022,167,11,827.52,4178.81
2954,26,7/8/2023,9261,92,630.63,4608.95
9401,2,11/19/2023,2965,51,83.21,4155.08
3155,8,12/14/2023,2232,73,460.42,7262.58
1147,34,8/13/2021,296,77,503.21,3983.68
4863,17,10/21/2023,4573,76,766.71,1493.29
5837,29,8/23/2022,3194,7,843.97,9229.28
2649,8,11/30/2022,9245,66,153.12,4108.9
3472,14,12/19/2021,8114,65,437.61,7255.05
7735,24,12/23/2023,1348,79,647.2,4760.95
7054,18,6/4/2022,6914,7,716.94,6999.27
6771,4,8/9/2021,9398,60,394.9,2726.59
1673,30,3/16/2023,5159,33,489.49,4659.02
6646,13,10/22/2021,3819,79,480.0,2416.39
1422,32,11/8/2021,553,44,294.01,2942.73
8917,29,8/24/2022,5664,22,573.16,4077.81
6077,33,1/4/2021,3188,53,694.91,7889.18
5267,11,5/30/2022,6803,95,81.63,9375.57
6841,9,12/24/2021,2412,4,314.86,8017.29
4805,20,2/16/2021,9240,36,171.99,7808.3
3891,4,8/26/2022,6122,62,425.36,7657.31
3964,25,11/11/2023,5500,82,676.73,9445.17
3936,31,7/23/2021,2715,85,195.14,7569.66
5665,10,12/12/2022,191,18,746.9,2043.74
1574,28,6/28/2022,7250,22,950.91,2947.92
7724,16,2/19/2022,6415,38,789.43,575.81
3863,17,3/28/2023,4280,52,538.78,714.18
7702,2,11/18/2021,8994,14,852.1,6774.94
5445,2,12/15/2022,3603,79,920.37,8812.4
427,13,1/12/2023,3357,33,232.06,504.07
272,2,1/6/2022,9452,29,296.22,321.79
1368,28,11/21/2022,6460,37,965.33,3127.12
8469,30,4/12/2021,4607,24,952.46,4846.17
5176,7,10/19/2023,6823,89,321.73,422.17
968,30,10/10/2021,4093,29,660.15,6268.11
3721,16,1/8/2021,9042,89,567.36,1679.1
412,6,8/29/2022,936,18,820.72,4483.22
9524,24,6/2/2023,3467,48,528.74,3528.56
3778,21,6/13/2021,8120,68,563.05,2164.83
4426,26,2/1/2023,3702,31,1.76,8674.31
1115,22,2/7/2022,1471,6,96.0,7737.64
2075,11,9/8/2021,3937,38,465.71,8911.47
4823,17,2/8/2022,5121,21,706.76,4414.99
8617,18,3/16/2021,1397,7,138.67,9992.05
7813,16,6/9/2023,6139,35,90.14,7425.8
4486,22,9/22/2021,1629,75,101.72,6726.19
7440,34,12/25/2021,8878,44,259.39,0.16
3916,31,2/26/2023,7676,24,142.82,8040.48
1394,20,6/8/2023,1716,34,555.18,5661.15
1649,18,4/29/2023,1268,24,441.57,9030.19
2404,22,4/18/2021,1633,1,355.81,3483.99
1256,18,7/31/2023,5320,56,915.45,5744.9
2512,20,4/18/2021,9485,8,449.87,1117.9
8047,34,10/26/2022,5528,13,868.18,6225.74
7550,32,2/27/2022,432,39,962.51,9949.08
519,33,9/2/2023,5602,24,900.68,5484.95
2286,1,4/15/2023,9741,92,859.96,1911.93
9298,17,9/30/2021,7968,80,275.9,1033.59
8755,9,4/21/2023,4394,48,33.59,3958.05
9370,12,8/26/2023,6809,80,88.93,9705.97
1139,25,1/31/2022,2675,12,577.48,2862.2
7074,29,6/4/2023,3353,30,553.44,2545.88
517,11,3/11/2022,4353,92,322.39,3015.1
9580,29,12/3/2022,6258,98,385.5,5751.48
1513,26,4/30/2023,3380,1,577.78,7003.09
7311,27,11/29/2021,6957,5,264.37,166.6
920,32,11/19/2021,5857,25,202.67,9902.76
7700,34,7/26/2022,1447,53,678.59,5183.41
9035,3,2/18/2021,8526,30,969.54,98.84
7193,24,4/19/2022,5750,10,866.94,4206.69
4259,11,12/29/2021,1335,28,256.76,1696.8
6726,14,12/29/2023,5653,27,563.92,999.38
4084,6,7/13/2022,3763,78,422.11,9822.9
3425,11,4/9/2022,4452,24,581.56,7877.18
5592,9,1/9/2023,2896,60,834.75,2209.54
3488,29,8/25/2023,7452,77,565.45,9916.32
9636,27,3/15/2022,2602,47,742.9,3857.82
7821,18,3/8/2021,1143,16,512.74,1741.86
6171,6,10/12/2022,1685,33,389.75,8723.78
1972,34,3/26/2021,5085,90,656.58,6903.89
8023,35,1/12/2021,6855,59,962.18,1825.57
7336,9,6/13/2021,8629,63,940.8,774.1
8916,1,6/6/2021,5876,12,334.21,9883.59
5956,12,10/15/2023,2549,28,116.17,4576.78
9431,35,8/8/2021,4488,41,845.33,7641.7
8077,15,6/2/2023,3109,60,758.81,625.71
6252,2,6/4/2022,7975,42,179.82,5141.04
7169,21,11/12/2023,2568,23,221.03,1072.66
9863,2,12/17/2023,5428,78,439.68,9210.16
24,13,2/22/2022,2995,81,589.46,3007.0
803,11,9/11/2022,4493,37,973.1,3120.43
6025,2,9/26/2022,9087,45,437.37,8809.01
7842,3,3/18/2023,4973,4,442.99,2015.64
8989,7,6/15/2023,5385,31,789.9,8589.2
6279,20,7/6/2021,4413,59,952.32,9716.52
8183,20,8/8/2023,8506,32,521.92,3104.74
1550,16,1/7/2021,8645,33,2.51,2740.31
9778,31,4/5/2021,4815,64,605.51,5605.63
6341,35,10/18/2021,8968,65,135.49,8179.74
459,24,9/11/2021,9779,59,589.56,8585.54
141,6,1/14/2023,2672,93,89.41,1764.96
9037,12,7/20/2021,7961,37,149.62,6349.89
6191,24,12/23/2022,4452,59,189.91,6353.22
5257,15,12/13/2022,5976,42,585.25,5930.64
7374,7,7/13/2022,6418,22,426.68,8409.84
5178,18,2/6/2022,4945,9,192.76,8295.25
4648,20,10/23/2023,5263,41,70.97,9326.72
9212,15,3/3/2021,9407,17,609.75,2383.69
8598,31,4/7/2023,5083,50,680.95,332.48
5297,19,11/11/2021,4871,70,278.0,2007.31
9768,14,11/7/2022,1209,35,785.44,4967.14
7360,21,9/24/2023,2319,26,739.95,5151.3
3329,9,6/11/2022,5397,59,291.43,9461.83
2777,18,6/19/2023,16,54,564.52,4489.13
8678,33,8/22/2022,4803,47,657.65,2579.57
6719,28,2/27/2021,5646,98,673.41,4237.57
7684,19,8/1/2021,5369,50,637.17,2275.67
6700,35,8/26/2021,5808,51,498.49,7394.61
66,25,12/24/2022,8771,60,42.05,7021.24
2649,1,6/3/2022,2726,60,755.75,174.43
1555,27,6/17/2021,2511,18,94.1,6458.69
